,0
0,0.3225
1,0.40249999999999997
2,0.3225
3,0.31999999999999995
4,0.30750000000000005
5,0.42000000000000004
6,0.37249999999999994
7,0.41750000000000004
8,0.42000000000000004
9,0.37249999999999994
10,0.40499999999999997
11,0.38
