,0
0,30.325833333333335
1,34.0875
2,37.637499999999996
3,39.14333333333334
4,39.3275
5,31.120833333333334
6,30.160833333333333
7,30.36833333333333
8,30.29916666666666
9,30.950833333333332
10,30.089166666666667
11,29.567500000000006
