,0
0,5.2371428571428575
1,5.237142857142857
2,6.314285714285714
3,6.397142857142858
4,14.858571428571427
5,20.814285714285713
6,20.891428571428573
7,20.645714285714288
8,20.59714285714286
9,19.13857142857143
10,12.24
11,9.334285714285715
