,0
0,0.66
1,0.6779999999999998
2,0.6759999999999999
3,0.66
4,0.6393333333333332
5,0.44066666666666676
6,0.34800000000000003
7,0.3786666666666667
8,0.44066666666666676
9,0.534
10,0.638
11,0.5986666666666667
