,0
0,17.590714285714288
1,17.07
2,17.12
3,17.357857142857142
4,15.757857142857144
5,8.800714285714287
6,7.902857142857144
7,8.602142857142857
8,9.897142857142857
9,11.557857142857143
10,15.060000000000002
11,15.584285714285713
